sample_id,split
9996_0001_116687,train
9996_0001_087131,train
9996_0001_095271,train
9996_0001_013616,train
9996_0001_093338,train
9996_0001_090666,train
9996_0001_113691,train
9996_0001_015879,train
9996_0001_059200,train
9996_0001_063190,train
9996_0001_000763,train
9996_0001_041371,train
9996_0001_082892,train
9996_0001_083053,train
9996_0001_091361,train
9996_0001_064077,train
9996_0001_058204,train
9996_0001_033227,train
9996_0001_113069,train
9996_0001_060687,train
9996_0001_102500,train
9996_0001_003807,train
9996_0001_075906,train
9996_0001_075034,train
9996_0001_075302,train
9996_0001_057602,train
9996_0001_068396,train
9996_0001_066818,train
9996_0001_060009,train
9996_0001_091036,train
9996_0001_065382,train
9996_0001_063792,train
9996_0001_073110,train
9996_0001_093973,train
9996_0001_111382,train
9996_0001_100982,train
9996_0001_088439,train
9996_0001_057449,train
9996_0001_052606,train
9996_0001_052436,train
9996_0001_031743,train
9996_0001_073497,train
9996_0001_103610,train
9996_0001_087478,train
9996_0001_064601,train
9996_0001_117549,train
9996_0001_090074,train
9996_0001_116999,train
9996_0001_067805,train
9996_0001_069191,train
9996_0001_018017,train
9996_0001_032650,train
9996_0001_032788,train
9996_0001_055975,train
9996_0001_049330,train
9996_0001_094271,train
9996_0001_086057,train
9996_0001_114639,train
9996_0001_081150,train
9996_0001_053777,train
9996_0001_003387,train
9996_0001_085759,train
9996_0001_001876,train
9996_0001_021083,train
9996_0001_079223,train
9996_0001_098011,train
9996_0001_053948,train
9996_0001_057882,train
9996_0001_087328,train
9996_0001_097356,train
9996_0001_082044,train
9996_0001_031778,train
9996_0001_057503,train
9996_0001_100486,train
9996_0001_019797,train
9996_0001_093719,train
9996_0001_082911,train
9996_0001_019403,train
9996_0001_106932,train
9996_0001_036235,train
9996_0001_063425,train
9996_0001_052527,train
9996_0001_051794,train
9996_0001_027669,train
9996_0001_036617,train
9996_0001_057598,train
9996_0001_066365,train
9996_0001_103239,train
9996_0001_078535,train
9996_0001_094460,train
9996_0001_028709,train
9996_0001_031387,train
9996_0001_109830,train
9996_0001_070721,train
9996_0001_066508,train
9996_0001_118062,train
9996_0001_069693,train
9996_0001_061305,train
9996_0001_113564,train
9996_0001_068574,train
9996_0001_011659,train
9996_0001_095132,train
9996_0001_058557,train
9996_0001_015866,train
9996_0001_069589,train
9996_0001_070530,train
9996_0001_068646,train
9996_0001_108193,train
9996_0001_108107,train
9996_0001_091198,train
9996_0001_019452,train
9996_0001_103065,train
9996_0001_096730,train
9996_0001_062552,train
9996_0001_068430,train
9996_0001_118759,train
9996_0001_031689,train
9996_0001_005356,train
9996_0001_021883,train
9996_0001_054603,train
9996_0001_093993,train
9996_0001_114495,train
9996_0001_069766,train
9996_0001_062005,train
9996_0001_085659,train
9996_0001_073521,train
9996_0001_023038,train
9996_0001_072981,train
9996_0001_073270,train
9996_0001_012643,train
9996_0001_117565,train
9996_0001_056217,train
9996_0001_097441,train
9996_0001_095729,train
9996_0001_084993,train
9996_0001_073361,train
9996_0001_050378,train
9996_0001_017119,train
9996_0001_063952,train
9996_0001_023987,train
9996_0001_099138,train
9996_0001_028425,train
9996_0001_020115,train
9996_0001_028037,train
9996_0001_105429,train
9996_0001_071148,train
9996_0001_061314,train
9996_0001_009819,train
9996_0001_015525,train
9996_0001_059622,train
9996_0001_061147,train
9996_0001_062595,train
9996_0001_096487,train
9996_0001_056750,train
9996_0001_048922,train
9996_0001_102953,train
9996_0001_109857,train
9996_0001_032218,train
9996_0001_063825,train
9996_0001_111684,train
9996_0001_021297,train
9996_0001_052317,train
9996_0001_081327,train
9996_0001_027768,train
9996_0001_032256,train
9996_0001_036234,train
9996_0001_019482,train
9996_0001_049287,train
9996_0001_098844,train
9996_0001_059690,train
9996_0001_054928,train
9996_0001_098678,train
9996_0001_061957,train
9996_0001_047044,train
9996_0001_071921,train
9996_0001_050928,train
9996_0001_000853,train
9996_0001_065235,train
9996_0001_082436,train
9996_0001_009596,train
9996_0001_086677,train
9996_0001_007418,train
9996_0001_092697,train
9996_0001_062427,train
9996_0001_056221,train
9996_0001_077010,train
9996_0001_075198,train
9996_0001_095185,train
9996_0001_117148,train
9996_0001_007596,train
9996_0001_054224,train
9996_0001_047770,train
9996_0001_097782,train
9996_0001_082228,train
9996_0001_002789,train
9996_0001_113050,train
9996_0001_105359,train
9996_0001_081250,train
9996_0001_081515,train
9996_0001_102850,train
9996_0001_016678,train
9996_0001_051736,train
9996_0001_109435,train
9996_0001_061691,train
9996_0001_037009,train
9996_0001_054465,train
9996_0001_095636,train
9996_0001_103848,train
9996_0001_112106,train
9996_0001_027103,train
9996_0001_031531,train
9996_0001_077692,train
9996_0001_112768,train
9996_0001_006745,train
9996_0001_113772,train
9996_0001_104551,train
9996_0001_068411,train
9996_0001_092301,train
9996_0001_028729,train
9996_0001_057682,train
9996_0001_062435,train
9996_0001_040745,train
9996_0001_113421,train
9996_0001_052777,train
9996_0001_051767,train
9996_0001_006175,train
9996_0001_067767,train
9996_0001_106854,train
9996_0001_116315,train
9996_0001_056595,train
9996_0001_010176,train
9996_0001_009516,train
9996_0001_040772,train
9996_0001_015157,train
9996_0001_012215,train
9996_0001_084419,train
9996_0001_092408,train
9996_0001_098703,train
9996_0001_058035,train
9996_0001_065448,train
9996_0001_040565,train
9996_0001_091786,train
9996_0001_088414,train
9996_0001_022995,train
9996_0001_020571,train
9996_0001_108863,train
9996_0001_078737,train
9996_0001_088815,train
9996_0001_076838,train
9996_0001_102014,train
9996_0001_088859,train
9996_0001_031723,train
9996_0001_081202,train
9996_0001_041027,train
9996_0001_032244,train
9996_0001_098449,train
9996_0001_070661,train
9996_0001_071594,train
9996_0001_021182,train
9996_0001_065909,train
9996_0001_106039,train
9996_0001_007811,train
9996_0001_108119,train
9996_0001_091879,train
9996_0001_019832,train
9996_0001_019890,train
9996_0001_059357,train
9996_0001_118216,train
9996_0001_111153,train
9996_0001_056949,train
9996_0001_084898,train
9996_0001_048409,train
9996_0001_104753,train
9996_0001_024330,train
9996_0001_062667,train
9996_0001_028530,train
9996_0001_091235,train
9996_0001_027539,train
9996_0001_040688,train
9996_0001_100475,train
9996_0001_075964,train
9996_0001_063142,train
9996_0001_082408,train
9996_0001_088151,train
9996_0001_113153,train
9996_0001_058370,train
9996_0001_062410,train
9996_0001_069805,train
9996_0001_068839,train
9996_0001_096846,train
9996_0001_104982,train
9996_0001_012230,train
9996_0001_067091,train
9996_0001_112199,train
9996_0001_072107,train
9996_0001_045853,train
9996_0001_107942,train
9996_0001_052831,train
9996_0001_061509,train
9996_0001_066874,train
9996_0001_057884,train
9996_0001_045555,train
9996_0001_090166,train
9996_0001_071375,train
9996_0001_095822,train
9996_0001_060381,train
9996_0001_019473,train
9996_0001_072005,train
9996_0001_045823,train
9996_0001_094160,train
9996_0001_058407,train
9996_0001_103900,train
9996_0001_021467,train
9996_0001_109863,train
9996_0001_099129,train
9996_0001_080501,train
9996_0001_105724,train
9996_0001_020645,train
9996_0001_067843,train
9996_0001_086477,train
9996_0001_056816,train
9996_0001_027763,train
9996_0001_035945,train
9996_0001_101631,train
9996_0001_082367,train
9996_0001_012309,train
9996_0001_010061,train
9996_0001_036503,train
9996_0001_089722,train
9996_0001_036086,train
9996_0001_066374,train
9996_0001_032619,train
9996_0001_058694,train
9996_0001_075665,train
9996_0001_113360,train
9996_0001_066482,train
9996_0001_080815,train
9996_0001_086061,train
9996_0001_023758,train
9996_0001_087634,train
9996_0001_062481,train
9996_0001_076878,train
9996_0001_092486,train
9996_0001_036833,train
9996_0001_077404,train
9996_0001_016667,train
9996_0001_016608,train
9996_0001_041970,train
9996_0001_104072,train
9996_0001_062817,train
9996_0001_023407,train
9996_0001_077879,train
9996_0001_067333,train
9996_0001_078415,train
9996_0001_105589,train
9996_0001_074379,train
9996_0001_090071,train
9996_0001_058355,train
9996_0001_086465,train
9996_0001_112530,train
9996_0001_105521,train
9996_0001_096991,train
9996_0001_069839,train
9996_0001_073841,train
9996_0001_085970,train
9996_0001_088663,train
9996_0001_051370,train
9996_0001_104279,train
9996_0001_028008,train
9996_0001_089815,train
9996_0001_057561,train
9996_0001_053665,train
9996_0001_002271,train
9996_0001_018783,train
9996_0001_066580,train
9996_0001_036001,train
9996_0001_099375,train
9996_0001_048365,train
9996_0001_098991,train
9996_0001_054598,train
9996_0001_110930,train
9996_0001_020008,train
9996_0001_079676,train
9996_0001_110051,train
9996_0001_063755,train
9996_0001_065662,train
9996_0001_023305,train
9996_0001_107627,train
9996_0001_058162,train
9996_0001_090599,train
9996_0001_087665,train
9996_0001_056619,train
9996_0001_021915,train
9996_0001_073590,train
9996_0001_085200,train
9996_0001_083950,train
9996_0001_053017,train
9996_0001_016701,train
9996_0001_028023,train
9996_0001_114275,train
9996_0001_112638,train
9996_0001_081618,train
9996_0001_088599,train
9996_0001_060565,train
9996_0001_035787,train
9996_0001_110776,train
9996_0001_068904,train
9996_0001_093158,train
9996_0001_113271,train
9996_0001_074315,train
9996_0001_023347,train
9996_0001_084657,train
9996_0001_057630,train
9996_0001_045031,train
9996_0001_073335,train
9996_0001_113043,train
9996_0001_109892,train
9996_0001_077270,train
9996_0001_013780,train
9996_0001_109631,train
9996_0001_063515,train
9996_0001_078210,train
9996_0001_095461,train
9996_0001_084093,train
9996_0001_056252,train
9996_0001_117907,train
9996_0001_023336,train
9996_0001_091797,train
9996_0001_114190,train
9996_0001_010146,train
9996_0001_075996,train
9996_0001_089659,train
9996_0001_012602,train
9996_0001_084995,train
9996_0001_027487,train
9996_0001_069583,train
9996_0001_057097,train
9996_0001_078830,train
9996_0001_093571,train
9996_0001_028018,train
9996_0001_000407,train
9996_0001_075722,train
9996_0001_118827,train
9996_0001_114005,train
9996_0001_056048,train
9996_0001_085809,train
9996_0001_090532,train
9996_0001_094334,train
9996_0001_054820,train
9996_0001_074948,train
9996_0001_053199,train
9996_0001_036813,train
9996_0001_072853,train
9996_0001_035850,train
9996_0001_026831,train
9996_0001_061684,train
9996_0001_037047,train
9996_0001_093022,train
9996_0001_082371,train
9996_0001_075182,train
9996_0001_073353,train
9996_0001_113529,train
9996_0001_021763,train
9996_0001_083291,train
9996_0001_063511,train
9996_0001_099573,train
9996_0001_072393,train
9996_0001_064354,train
9996_0001_118564,train
9996_0001_102557,train
9996_0001_003877,train
9996_0001_094613,train
9996_0001_092278,train
9996_0001_032207,train
9996_0001_099426,train
9996_0001_097877,train
9996_0001_069759,train
9996_0001_089183,train
9996_0001_067600,train
9996_0001_068647,train
9996_0001_051833,train
9996_0001_083014,train
9996_0001_053472,train
9996_0001_022566,train
9996_0001_016133,train
9996_0001_037627,train
9996_0001_063131,train
9996_0001_059196,train
9996_0001_012870,train
9996_0001_101283,train
9996_0001_064477,train
9996_0001_098648,train
9996_0001_111893,train
9996_0001_042140,train
9996_0001_080310,train
9996_0001_074796,train
9996_0001_100048,train
9996_0001_087316,train
9996_0001_040909,train
9996_0001_097406,train
9996_0001_020700,train
9996_0001_073871,train
9996_0001_051401,train
9996_0001_070474,train
9996_0001_114692,train
9996_0001_094745,train
9996_0001_070558,train
9996_0001_092105,train
9996_0001_080131,train
9996_0001_098461,train
9996_0001_012571,train
9996_0001_095404,train
9996_0001_097089,train
9996_0001_067272,train
9996_0001_010339,train
9996_0001_062094,train
9996_0001_058007,train
9996_0001_011744,train
9996_0001_078631,train
9996_0001_065682,train
9996_0001_093372,train
9996_0001_065813,train
9996_0001_104812,train
9996_0001_022982,train
9996_0001_088301,train
9996_0001_092691,train
9996_0001_107902,train
9996_0001_061658,train
9996_0001_063855,train
9996_0001_076973,train
9996_0001_088903,train
9996_0001_105707,train
9996_0001_116382,train
9996_0001_109087,train
9996_0001_015605,train
9996_0001_052272,train
9996_0001_075870,train
9996_0001_040364,train
9996_0001_119147,train
9996_0001_075826,train
9996_0001_018678,train
9996_0001_102292,train
9996_0001_061177,train
9996_0001_074902,train
9996_0001_113320,train
9996_0001_057231,train
9996_0001_080863,train
9996_0001_061578,train
9996_0001_096242,train
9996_0001_116883,train
9996_0001_077950,train
9996_0001_000062,train
9996_0001_082311,train
9996_0001_007527,train
9996_0001_023683,train
9996_0001_051424,train
9996_0001_116866,train
9996_0001_015703,train
9996_0001_109977,train
9996_0001_105640,train
9996_0001_001704,train
9996_0001_112317,train
9996_0001_021902,train
9996_0001_042064,train
9996_0001_077839,train
9996_0001_075954,train
9996_0001_103990,train
9996_0001_078969,train
9996_0001_075257,train
9996_0001_020803,train
9996_0001_008169,train
9996_0001_020835,train
9996_0001_092841,train
9996_0001_052850,train
9996_0001_036072,train
9996_0001_076128,train
9996_0001_022957,train
9996_0001_001739,train
9996_0001_109922,train
9996_0001_056922,train
9996_0001_037600,train
9996_0001_108136,train
9996_0001_111022,train
9996_0001_046792,train
9996_0001_016596,train
9996_0001_023098,train
9996_0001_001057,train
9996_0001_009560,train
9996_0001_082438,train
9996_0001_032537,train
9996_0001_082183,train
9996_0001_016007,train
9996_0001_027956,train
9996_0001_084363,train
9996_0001_074793,train
9996_0001_003255,train
9996_0001_067807,train
9996_0001_085507,train
9996_0001_107800,train
9996_0001_055531,train
9996_0001_104620,train
9996_0001_116946,train
9996_0001_098405,train
9996_0001_086028,train
9996_0001_060434,train
9996_0001_005984,train
9996_0001_013837,train
9996_0001_021328,train
9996_0001_064195,train
9996_0001_040656,train
9996_0001_088546,train
9996_0001_105890,train
9996_0001_116504,train
9996_0001_058748,train
9996_0001_100375,train
9996_0001_083121,train
9996_0001_051792,train
9996_0001_012427,train
9996_0001_070883,train
9996_0001_012018,train
9996_0001_060787,train
9996_0001_055497,train
9996_0001_061634,train
9996_0001_032289,train
9996_0001_080137,train
9996_0001_015553,train
9996_0001_006462,train
9996_0001_076138,train
9996_0001_086510,train
9996_0001_069886,train
9996_0001_090763,train
9996_0001_021232,train
9996_0001_067128,train
9996_0001_064942,train
9996_0001_079147,train
9996_0001_013957,train
9996_0001_098128,train
9996_0001_072025,train
9996_0001_103799,train
9996_0001_028233,train
9996_0001_102925,train
9996_0001_108900,train
9996_0001_032715,train
9996_0001_011524,train
9996_0001_045569,train
9996_0001_080108,train
9996_0001_017999,train
9996_0001_065324,train
9996_0001_064184,train
9996_0001_108996,train
9996_0001_085419,train
9996_0001_092041,train
9996_0001_101979,train
9996_0001_092359,train
9996_0001_094581,train
9996_0001_117471,train
9996_0001_106212,train
9996_0001_071355,train
9996_0001_105346,train
9996_0001_070768,train
9996_0001_028250,train
9996_0001_018932,train
9996_0001_054731,train
9996_0001_065827,train
9996_0001_088822,train
9996_0001_077970,train
9996_0001_013537,train
9996_0001_055944,train
9996_0001_107797,train
9996_0001_020415,train
9996_0001_015512,train
9996_0001_041143,train
9996_0001_092798,train
9996_0001_089162,train
9996_0001_114529,train
9996_0001_028637,train
9996_0001_032974,train
9996_0001_010568,train
9996_0001_089508,train
9996_0001_074536,train
9996_0001_033048,train
9996_0001_065851,train
9996_0001_048367,train
9996_0001_070279,train
9996_0001_035794,train
9996_0001_073123,train
9996_0001_010306,train
9996_0001_095424,train
9996_0001_036166,train
9996_0001_065681,train
9996_0001_061657,train
9996_0001_055447,train
9996_0001_093182,train
9996_0001_036611,train
9996_0001_077211,train
9996_0001_015990,train
9996_0001_020422,train
9996_0001_107464,train
9996_0001_087052,train
9996_0001_052215,train
9996_0001_090038,train
9996_0001_033160,train
9996_0001_090496,train
9996_0001_104243,train
9996_0001_080132,train
9996_0001_056451,train
9996_0001_101486,train
9996_0001_060707,train
9996_0001_013408,train
9996_0001_104374,train
9996_0001_113515,train
9996_0001_051867,train
9996_0001_074074,train
9996_0001_090782,train
9996_0001_037328,train
9996_0001_095492,train
9996_0001_081557,train
9996_0001_090275,train
9996_0001_092232,train
9996_0001_020217,train
9996_0001_058389,train
9996_0001_074633,train
9996_0001_006063,train
9996_0001_061752,train
9996_0001_109342,train
9996_0001_015803,train
9996_0001_060044,train
9996_0001_046250,train
9996_0001_050834,train
9996_0001_052824,train
9996_0001_064650,train
9996_0001_085412,train
9996_0001_114407,train
9996_0001_056964,train
9996_0001_056057,train
9996_0001_054818,train
9996_0001_083324,train
9996_0001_057551,train
9996_0001_007858,train
9996_0001_067715,train
9996_0001_033121,train
9996_0001_079838,train
9996_0001_070548,train
9996_0001_057406,train
9996_0001_069728,train
9996_0001_069299,train
9996_0001_114426,train
9996_0001_080283,train
9996_0001_083619,train
9996_0001_067129,train
9996_0001_110116,train
9996_0001_027168,train
9996_0001_064913,train
9996_0001_032167,train
9996_0001_018961,train
9996_0001_117957,train
9996_0001_008217,train
9996_0001_088519,train
9996_0001_037702,train
9996_0001_027416,train
9996_0001_074598,train
9996_0001_020730,train
9996_0001_075059,train
9996_0001_113745,train
9996_0001_073385,train
9996_0001_008412,train
9996_0001_089892,train
9996_0001_036195,train
9996_0001_075081,train
9996_0001_041383,train
9996_0001_062943,train
9996_0001_092374,train
9996_0001_058396,train
9996_0001_053866,train
9996_0001_082155,train
9996_0001_075101,train
9996_0001_081954,train
9996_0001_113525,train
9996_0001_078097,train
9996_0001_118118,train
9996_0001_082105,train
9996_0001_092475,train
9996_0001_035936,train
9996_0001_118147,train
9996_0001_075927,train
9996_0001_057005,train
9996_0001_081304,train
9996_0001_010680,train
9996_0001_007106,train
9996_0001_096352,train
9996_0001_110577,train
9996_0001_031545,train
9996_0001_111786,train
9996_0001_085470,train
9996_0001_052108,train
9996_0001_028317,train
9996_0001_055300,train
9996_0001_056342,train
9996_0001_118070,train
9996_0001_019984,train
9996_0001_036150,train
9996_0001_024313,train
9996_0001_022614,train
9996_0001_017278,train
9996_0001_109395,train
9996_0001_091944,train
9996_0001_095732,train
9996_0001_019440,train
9996_0001_108123,train
9996_0001_027837,train
9996_0001_082100,train
9996_0001_062978,train
9996_0001_053960,train
9996_0001_061413,train
9996_0001_051859,train
9996_0001_045955,train
9996_0001_074036,train
9996_0001_083562,train
9996_0001_059700,train
9996_0001_100921,train
9996_0001_085822,train
9996_0001_008489,train
9996_0001_058298,train
9996_0001_089363,train
9996_0001_113074,train
9996_0001_036751,train
9996_0001_077880,train
9996_0001_110058,train
9996_0001_116613,train
9996_0001_019395,train
9996_0001_031495,train
9996_0001_074249,train
9996_0001_093668,train
9996_0001_017924,train
9996_0001_116369,train
9996_0001_032985,train
9996_0001_051611,train
9996_0001_099868,train
9996_0001_067507,train
9996_0001_090935,train
9996_0001_052494,train
9996_0001_016508,train
9996_0001_061414,train
9996_0001_113262,train
9996_0001_062181,train
9996_0001_116759,train
9996_0001_097972,train
9996_0001_093708,train
9996_0001_037437,train
9996_0001_084809,train
9996_0001_085498,train
9996_0001_100210,train
9996_0001_074128,train
9996_0001_116618,train
9996_0001_105488,train
9996_0001_036080,train
9996_0001_022975,train
9996_0001_078098,train
9996_0001_111707,train
9996_0001_020463,train
9996_0001_054738,train
9996_0001_059138,train
9996_0001_027806,train
9996_0001_054128,train
9996_0001_021373,train
9996_0001_002113,train
9996_0001_046897,train
9996_0001_032841,train
9996_0001_100261,train
9996_0001_012326,train
9996_0001_091768,train
9996_0001_079581,train
9996_0001_113762,train
9996_0001_079457,train
9996_0001_027848,train
9996_0001_037045,train
9996_0001_031880,train
9996_0001_108408,train
9996_0001_074407,train
9996_0001_063281,train
9996_0001_079873,train
9996_0001_105455,train
9996_0001_061589,train
9996_0001_071288,train
9996_0001_035807,train
9996_0001_116510,train
9996_0001_112884,train
9996_0001_108114,train
9996_0001_074350,train
9996_0001_081478,train
9996_0001_012744,train
9996_0001_032641,train
9996_0001_074237,train
9996_0001_094910,train
9996_0001_066612,train
9996_0001_097864,train
9996_0001_111760,train
9996_0001_106118,train
9996_0001_035749,train
9996_0001_087319,train
9996_0001_087264,train
9996_0001_083000,train
9996_0001_081013,train
9996_0001_072436,train
9996_0001_106335,train
9996_0001_045618,train
9996_0001_045829,train
9996_0001_018617,train
9996_0001_088028,train
9996_0001_056141,train
9996_0001_064055,train
9996_0001_105601,train
9996_0001_066583,train
9996_0001_072769,train
9996_0001_105133,train
9996_0001_061594,train
9996_0001_012084,train
9996_0001_061666,train
9996_0001_107266,train
9996_0001_036432,train
9996_0001_103557,train
9996_0001_104643,train
9996_0001_079127,train
9996_0001_070658,train
9996_0001_074678,train
9996_0001_037029,train
9996_0001_113280,train
9996_0001_027940,train
9996_0001_010218,train
9996_0001_016564,train
9996_0001_081350,train
9996_0001_096098,train
9996_0001_020184,train
9996_0001_056671,train
9996_0001_020270,train
9996_0001_036679,train
9996_0001_067936,train
9996_0001_108030,train
9996_0001_072290,train
9996_0001_094944,train
9996_0001_031658,train
9996_0001_020931,train
9996_0001_073667,train
9996_0001_092729,train
9996_0001_008934,train
9996_0001_005101,train
9996_0001_016850,train
9996_0001_028004,train
9996_0001_067832,train
9996_0001_047891,train
9996_0001_087788,train
9996_0001_103218,train
9996_0001_009303,train
9996_0001_020267,train
9996_0001_075404,train
9996_0001_065462,train
9996_0001_021825,train
9996_0001_020431,train
9996_0001_061872,train
9996_0001_021022,train
9996_0001_102197,train
9996_0001_086807,train
9996_0001_020503,train
9996_0001_053834,train
9996_0001_087613,train
9996_0001_100071,train
9996_0001_045866,train
9996_0001_064382,train
9996_0001_031793,train
9996_0001_079973,train
9996_0001_054993,train
9996_0001_089897,train
9996_0001_077772,train
9996_0001_070500,train
9996_0001_080957,train
9996_0001_040768,train
9996_0001_013807,train
9996_0001_089806,train
9996_0001_100150,train
9996_0001_085762,train
9996_0001_084755,train
9996_0001_064917,train
9996_0001_088142,train
9996_0001_100759,train
9996_0001_078199,train
9996_0001_024057,train
9996_0001_084680,train
9996_0001_103461,train
9996_0001_014415,train
9996_0001_040290,train
9996_0001_015611,train
9996_0001_064260,train
9996_0001_075901,train
9996_0001_116209,train
9996_0001_055734,train
9996_0001_109602,train
9996_0001_110721,train
9996_0001_062004,train
9996_0001_104280,train
9996_0001_057705,train
9996_0001_067109,train
9996_0001_100232,train
9996_0001_037528,train
9996_0001_062962,train
9996_0001_088580,train
9996_0001_090122,train
9996_0001_101269,train
9996_0001_059885,train
9996_0001_071762,train
9996_0001_069858,train
9996_0001_095269,train
9996_0001_066169,train
9996_0001_056445,train
9996_0001_019040,train
9996_0001_061144,train
9996_0001_027963,train
9996_0001_019266,train
9996_0001_032987,train
9996_0001_109421,train
9996_0001_031652,train
9996_0001_109567,train
9996_0001_108856,train
9996_0001_080672,train
9996_0001_015384,train
9996_0001_095326,train
9996_0001_052988,train
9996_0001_107604,train
9996_0001_111927,train
9996_0001_051254,train
9996_0001_046077,train
9996_0001_113681,train
9996_0001_012451,train
9996_0001_093538,train
9996_0001_071800,train
9996_0001_021261,train
9996_0001_091228,train
9996_0001_074901,train
9996_0001_035785,train
9996_0001_066739,train
9996_0001_066813,train
9996_0001_015941,train
9996_0001_037199,train
9996_0001_066669,train
9996_0001_060368,train
9996_0001_024145,train
9996_0001_077742,train
9996_0001_086297,train
9996_0001_022657,train
9996_0001_053047,train
9996_0001_059896,train
9996_0001_101502,train
9996_0001_020746,train
9996_0001_108843,train
9996_0001_073324,train
9996_0001_097985,train
9996_0001_100450,train
9996_0001_057246,train
9996_0001_086183,train
9996_0001_073764,train
9996_0001_016198,train
9996_0001_017085,train
9996_0001_055595,train
9996_0001_012822,train
9996_0001_083633,train
9996_0001_114130,train
9996_0001_068202,train
9996_0001_036598,train
9996_0001_006062,train
9996_0001_059845,train
9996_0001_045747,train
9996_0001_093730,train
9996_0001_001789,train
9996_0001_113897,train
9996_0001_114410,train
9996_0001_035780,train
9996_0001_066745,train
9996_0001_055137,train
9996_0001_004564,train
9996_0001_095972,train
9996_0001_056792,train
9996_0001_113263,train
9996_0001_084637,train
9996_0001_075084,train
9996_0001_045431,train
9996_0001_074864,train
9996_0001_024232,train
9996_0001_076917,train
9996_0001_099500,train
9996_0001_051182,train
9996_0001_017302,train
9996_0001_085035,train
9996_0001_113193,train
9996_0001_037750,train
9996_0001_072327,train
9996_0001_103423,train
9996_0001_087612,train
9996_0001_106471,train
9996_0001_036398,train
9996_0001_032163,train
9996_0001_054829,train
9996_0001_068960,train
9996_0001_111015,train
9996_0001_073709,train
9996_0001_075667,train
9996_0001_013689,train
9996_0001_075940,train
9996_0001_055929,train
9996_0001_062106,train
9996_0001_015585,train
9996_0001_114494,train
9996_0001_116299,train
9996_0001_081184,train
9996_0001_102349,train
9996_0001_100326,train
9996_0001_013511,train
9996_0001_049442,train
9996_0001_083701,train
9996_0001_081612,train
9996_0001_081676,train
9996_0001_085450,train
9996_0001_022844,train
9996_0001_093275,train
9996_0001_095586,train
9996_0001_111694,train
9996_0001_106098,train
9996_0001_060365,train
9996_0001_084669,train
9996_0001_095045,train
9996_0001_110850,train
9996_0001_075706,train
9996_0001_116195,train
9996_0001_051331,train
9996_0001_091894,train
9996_0001_009896,train
9996_0001_005275,train
9996_0001_064899,train
9996_0001_069577,train
9996_0001_097057,train
9996_0001_095323,train
9996_0001_022615,train
9996_0001_066904,train
9996_0001_096424,train
9996_0001_013706,train
9996_0001_016817,train
9996_0001_046214,train
9996_0001_108088,train
9996_0001_116676,train
9996_0001_027474,train
9996_0001_117314,train
9996_0001_070466,train
9996_0001_008267,train
9996_0001_103885,train
9996_0001_088565,train
9996_0001_113830,train
9996_0001_118665,train
9996_0001_042193,train
9996_0001_113204,train
9996_0001_080819,train
9996_0001_023213,train
9996_0001_057230,train
9996_0001_085229,train
9996_0001_081077,train
9996_0001_112364,train
9996_0001_105607,train
9996_0001_080557,train
9996_0001_079577,train
9996_0001_064579,train
9996_0001_078810,train
9996_0001_009507,train
9996_0001_026968,train
9996_0001_107119,train
9996_0001_069454,train
9996_0001_066391,train
9996_0001_053149,train
9996_0001_067534,train
9996_0001_107932,train
9996_0001_078845,train
9996_0001_061120,train
9996_0001_052675,train
9996_0001_069842,train
9996_0001_077407,train
9996_0001_083230,train
9996_0001_094476,train
9996_0001_065108,train
9996_0001_003220,train
9996_0001_090378,train
9996_0001_095451,train
9996_0001_072448,train
9996_0001_111001,train
9996_0001_075169,train
9996_0001_113340,train
9996_0001_096000,train
9996_0001_065811,train
9996_0001_019117,train
9996_0001_117238,train
9996_0001_069442,train
9996_0001_072585,train
9996_0001_078148,train
9996_0001_023309,train
9996_0001_100053,train
9996_0001_009124,train
9996_0001_071392,train
9996_0001_072898,train
9996_0001_112407,train
9996_0001_012675,train
9996_0001_019200,train
9996_0001_107083,train
9996_0001_003987,train
9996_0001_021824,train
9996_0001_090442,train
9996_0001_082345,train
9996_0001_099392,train
9996_0001_078777,train
9996_0001_082782,train
9996_0001_082172,train
9996_0001_076278,train
9996_0001_062206,train
9996_0001_080929,train
9996_0001_105702,train
9996_0001_070884,train
9996_0001_026825,train
9996_0001_037010,train
9996_0001_067786,train
9996_0001_040830,train
9996_0001_059311,train
9996_0001_102918,train
9996_0001_060614,train
9996_0001_102084,train
9996_0001_070573,train
9996_0001_062240,train
9996_0001_086337,train
9996_0001_094599,train
9996_0001_090914,train
9996_0001_013556,train
9996_0001_114503,train
9996_0001_093644,train
9996_0001_063196,train
9996_0001_108691,train
9996_0001_003893,train
9996_0001_076824,train
9996_0001_098305,train
9996_0001_054639,train
9996_0001_078010,train
9996_0001_015989,train
9996_0001_097250,train
9996_0001_070796,train
9996_0001_095818,train
9996_0001_059011,train
9996_0001_093001,train
9996_0001_063787,train
9996_0001_004024,train
9996_0001_036923,train
9996_0001_094278,train
9996_0001_062397,train
9996_0001_042179,train
9996_0001_032777,train
9996_0001_063233,train
9996_0001_052366,train
9996_0001_020958,train
9996_0001_000032,train
9996_0001_067033,train
9996_0001_036094,train
9996_0001_059446,train
9996_0001_087808,train
9996_0001_106032,train
9996_0001_051836,train
9996_0001_018967,train
9996_0001_104923,train
9996_0001_003847,train
9996_0001_081136,train
9996_0001_071605,train
9996_0001_084705,train
